"","X","stop_id","stop_name","stop_lat","stop_lon","zone_id","stop_timezone","census_tract_id","zip"
"1",1,1000,"Pine St & 9th Ave",47.613415,-122.332138,21,"America/Los_Angeles",82,98101
"2",2,10000,"NE 55th St & 43rd Ave NE",47.668575,-122.283653,1,"America/Los_Angeles",42,98105
"3",3,10005,"40th Ave NE & NE 51st St",47.665886,-122.284897,1,"America/Los_Angeles",42,98105
"4",4,10010,"NE 55th St & 39th Ave NE",47.668579,-122.285667,1,"America/Los_Angeles",42,98105
"5",5,10020,"NE 55th St & 37th Ave NE",47.668579,-122.2883,1,"America/Los_Angeles",42,98105
"6",6,10030,"NE 55th St & 35th Ave NE",47.668579,-122.290512,1,"America/Los_Angeles",42,98105
"7",7,10040,"NE 55th St & 33rd Ave NE",47.668583,-122.293015,1,"America/Los_Angeles",42,98105
"8",8,10050,"NE 55th St & 30th Ave NE",47.668591,-122.295448,1,"America/Los_Angeles",42,98105
"9",9,10060,"NE 55th St & 27th Ave NE",47.668594,-122.298859,1,"America/Los_Angeles",43.01,98105
"10",10,10070,"NE 55th St & 25th Ave NE",47.668594,-122.300995,1,"America/Los_Angeles",43.01,98105
"11",11,10083,"Ravenna Ave NE & Ravenna Pl NE",47.66848,-122.30378,1,"America/Los_Angeles",43.01,98115
"12",12,1010,"Howell St & Minor Ave",47.616711,-122.330597,1,"America/Los_Angeles",73,98101
"13",13,10100,"NE Ravenna Blvd & Park Rd NE",47.669552,-122.305405,1,"America/Los_Angeles",43.01,98105
"14",14,10110,"20th Ave NE & NE 55th St",47.668274,-122.30658,1,"America/Los_Angeles",44,98105
"15",15,10120,"20th Ave NE & NE 52nd St",47.666283,-122.306602,1,"America/Los_Angeles",44,98105
"16",16,10130,"NE 50th St & 19th Ave NE",47.664928,-122.307114,1,"America/Los_Angeles",44,98105
"17",17,10145,"NE 50th St & 16th Ave NE",47.664959,-122.311172,1,"America/Los_Angeles",44,98105
"18",18,10170,"Fairview Ave E & E Nelson Pl",47.630604,-122.328629,1,"America/Los_Angeles",66,98109
"19",19,10180,"Fairview Ave N & Yale Ave N",47.628349,-122.33152,1,"America/Los_Angeles",66,98109
"20",20,10190,"Fairview Ave N & Aloha St",47.627209,-122.332947,1,"America/Los_Angeles",66,98109
"21",21,1020,"Howell St & Yale Ave",47.617626,-122.329407,21,"America/Los_Angeles",73,98101
"22",22,10210,"Fairview Ave N & W Mercer St",47.624035,-122.334457,1,"America/Los_Angeles",73,98109
"23",23,10225,"Fairview Ave N & Thomas St",47.620586,-122.334419,1,"America/Los_Angeles",73,98109
"24",24,10240,"Boren Ave & Virginia St",47.6175,-122.333817,1,"America/Los_Angeles",73,98101
"25",25,10280,"Fairview Ave & Denny Way",47.61842,-122.334198,1,"America/Los_Angeles",73,98101
"26",26,10305,"Fairview Ave N & Harrison St",47.622276,-122.334244,1,"America/Los_Angeles",73,98109
"27",27,10325,"Fairview Ave N & Valley St",47.626545,-122.333542,1,"America/Los_Angeles",66,98109
"28",28,10328,"Valley St & Fairview Ave N",47.626034,-122.334106,1,"America/Los_Angeles",66,98109
"29",29,10340,"Fairview Ave N & Yale Ave N",47.628876,-122.330597,1,"America/Los_Angeles",66,98109
"30",30,10350,"Fairview Ave E & Yale Ave N",47.63047,-122.328545,1,"America/Los_Angeles",66,98109
"31",31,10370,"NE 50th St & University Way NE",47.664829,-122.31266,1,"America/Los_Angeles",53.01,98105
"32",32,10380,"NE 50th St & 16th Ave NE",47.664814,-122.310432,1,"America/Los_Angeles",53.01,98105
"33",33,1040,"Olive Way & 6th Ave",47.613026,-122.336334,21,"America/Los_Angeles",82,98101
"34",34,10400,"20th Ave NE & NE 50th St",47.665028,-122.306404,1,"America/Los_Angeles",43.02,98105
"35",35,10410,"20th Ave NE & NE 52nd St",47.666641,-122.306404,1,"America/Los_Angeles",43.02,98105
"36",36,10420,"20th Ave NE & NE 54th St",47.668171,-122.306389,1,"America/Los_Angeles",43.01,98105
"37",37,10430,"NE Ravenna Blvd & 21st Ave NE",47.669266,-122.305489,1,"America/Los_Angeles",43.01,98105
"38",38,10445,"Ravenna Ave NE & NE 54th St",47.668003,-122.303864,1,"America/Los_Angeles",43.01,98105
"39",39,10460,"NE 55th St & 25th Ave NE",47.668449,-122.300217,1,"America/Los_Angeles",43.01,98105
"40",40,10470,"NE 55th St & 27th Ave NE",47.668449,-122.298218,1,"America/Los_Angeles",43.01,98105
"41",41,10480,"NE 55th St & 30th Ave NE",47.668449,-122.295074,1,"America/Los_Angeles",42,98105
"42",42,10490,"NE 55th St & 33rd Ave NE",47.668449,-122.29232,1,"America/Los_Angeles",42,98105
"43",43,1050,"Olive Way & 8th Ave",47.613937,-122.33416,1,"America/Los_Angeles",82,98101
"44",44,10500,"NE 55th St & 35th Ave NE",47.668446,-122.29039,1,"America/Los_Angeles",42,98105
"45",45,10510,"NE 55th St & 36th Ave NE",47.668446,-122.288803,1,"America/Los_Angeles",42,98105
"46",46,10513,"40th Ave NE & NE 46th St",47.661831,-122.284668,1,"America/Los_Angeles",41,98105
"47",47,10515,"40th Ave NE & NE 50th St",47.665093,-122.284698,1,"America/Los_Angeles",42,98105
"48",48,10525,"NE 55th St & 40th Ave NE",47.668442,-122.285049,1,"America/Los_Angeles",42,98105
"49",49,10550,"NE 55th St & 45th Ave NE",47.669002,-122.279121,1,"America/Los_Angeles",42,98105
"50",50,10560,"NE 55th St & Princeton Ave NE",47.669182,-122.275909,1,"America/Los_Angeles",42,98105
"51",51,10561,"Sand Point Way NE & 38th Ave NE",47.661575,-122.286484,1,"America/Los_Angeles",41,98105
"52",52,10562,"Sand Point Way NE & 40th Ave NE",47.663448,-122.284119,1,"America/Los_Angeles",41,98105
"53",53,10564,"Sand Point Way NE & NE 50th St",47.664654,-122.282867,1,"America/Los_Angeles",41,98105
"54",54,10566,"Sand Point Way NE & NE 52nd St",47.66708,-122.28035,1,"America/Los_Angeles",41,98105
"55",55,10568,"Sand Point Way NE & Princeton Ave NE",47.668194,-122.275978,1,"America/Los_Angeles",41,98105
"56",56,10570,"Sand Point Way NE & NE 55th St",47.668327,-122.273605,1,"America/Los_Angeles",41,98105
"57",57,10575,"Sand Point Way NE & NE 55th St",47.668735,-122.272636,1,"America/Los_Angeles",41,98105
"58",58,10580,"Sand Point Way NE & NE Windermere Rd",47.670261,-122.270485,1,"America/Los_Angeles",41,98105
"59",59,10600,"Sand Point Way NE & NE 61st St",47.672989,-122.266663,1,"America/Los_Angeles",41,98115
"60",60,10620,"Sand Point Way NE & NE 65th St",47.675968,-122.263428,1,"America/Los_Angeles",40,98115
"61",61,10630,"Sand Point Way NE & NE 70th St",47.679432,-122.263519,1,"America/Los_Angeles",40,98115
"62",62,10640,"Sand Point Way NE & NE 74th St",47.681759,-122.263565,1,"America/Los_Angeles",40,98115
"63",63,10650,"Sand Point Way NE & NE 77th St",47.685005,-122.264465,1,"America/Los_Angeles",40,98115
"64",64,10653,"NOAA - BLDG 1",47.686543,-122.257362,1,"America/Los_Angeles",40,98115
"65",65,10654,"NE NOAA Dr",47.68615,-122.260803,1,"America/Los_Angeles",40,98115
"66",66,10657,"NE NOAA Dr & Guard Shack",47.686077,-122.259285,1,"America/Los_Angeles",40,98115
"67",67,10658,"NOAA - BLDG 3",47.685989,-122.255554,1,"America/Los_Angeles",40,98115
"68",68,10680,"Sand Point Way NE & Inverness Dr NE",47.692757,-122.270775,1,"America/Los_Angeles",22,98115
"69",69,1070,"Olive Way & Terry Ave",47.614914,-122.331848,1,"America/Los_Angeles",83,98101
"70",70,10700,"Sand Point Way NE & Matthews Pl NE",47.694523,-122.275177,1,"America/Los_Angeles",22,98115
"71",71,10710,"Sand Point Way NE & NE 93rd St",47.696144,-122.276566,1,"America/Los_Angeles",9,98115
"72",72,10720,"Sand Point Way NE & NE 95th St",47.697353,-122.277527,1,"America/Los_Angeles",9,98115
"73",73,10730,"Sand Point Way NE & NE 97th St",47.699093,-122.277634,1,"America/Los_Angeles",9,98115
"74",74,10750,"Sand Point Way NE & NE 103rd St",47.703087,-122.277565,1,"America/Los_Angeles",9,98125
"75",75,10760,"Sand Point Way NE & NE 106th St",47.705364,-122.278374,1,"America/Los_Angeles",9,98125
"76",76,10780,"Sand Point Way NE & NE 110th St",47.709229,-122.280212,1,"America/Los_Angeles",9,98125
"77",77,10800,"Sand Point Way NE & NE 115th St",47.71262,-122.28183,1,"America/Los_Angeles",9,98125
"78",78,1082,"Convention Place Station - Bay I",47.614113,-122.331726,1,"America/Los_Angeles",83,98101
"79",79,10820,"Sand Point Way NE & NE 120th St",47.716011,-122.283005,1,"America/Los_Angeles",9,98125
"80",80,1083,"Convention Place Station - Bay C",47.61422,-122.331795,1,"America/Los_Angeles",83,98101
"81",81,10830,"Sand Point Way NE & NE 123rd St",47.717598,-122.283928,1,"America/Los_Angeles",9,98125
"82",82,1084,"Convention Place Station - Bay D",47.614277,-122.331863,1,"America/Los_Angeles",83,98101
"83",83,10840,"Sand Point Way NE & NE 125th St",47.719292,-122.286949,1,"America/Los_Angeles",1,98125
"84",84,1085,"Pine St & 9th Ave",47.613377,-122.332603,21,"America/Los_Angeles",82,98101
"85",85,1086,"Convention Place Station - Bay E",47.614574,-122.331688,1,"America/Los_Angeles",83,98101
"86",86,10860,"NE 125th St & 35th Ave NE",47.719322,-122.291283,1,"America/Los_Angeles",1,98125
"87",87,10870,"NE 125th St & 33rd Ave NE",47.719338,-122.293205,1,"America/Los_Angeles",1,98125
"88",88,10910,"12th Ave NE & NE 47th St",47.662281,-122.31546,1,"America/Los_Angeles",53.01,98105
"89",89,10911,"NE 45th St & University Way NE",47.661205,-122.313477,1,"America/Los_Angeles",53.01,98105
"90",90,10912,"15th Ave NE & NE 43rd St",47.65937,-122.312096,1,"America/Los_Angeles",53.01,98105
"91",91,10914,"15th Ave NE & NE Campus Pkwy",47.656422,-122.312164,1,"America/Los_Angeles",53.02,98105
"92",92,10915,"Harvard Ave E & Eastlake Ave E",47.650093,-122.321999,1,"America/Los_Angeles",61,98102
"93",93,10916,"Harvard Ave E & Eastlake Ave E",47.649704,-122.322205,1,"America/Los_Angeles",61,98102
"94",94,10917,"15th Ave NE & NE 40th St",47.655048,-122.312195,1,"America/Los_Angeles",53.02,98105
"95",95,10920,"Harvard Ave E & E Shelby St",47.646759,-122.322205,1,"America/Los_Angeles",61,98102
"96",96,10940,"10th Ave E & E Roanoke St",47.642937,-122.32016,1,"America/Los_Angeles",61,98102
"97",97,10950,"10th Ave E & E Miller St",47.641163,-122.32016,1,"America/Los_Angeles",61,98102
"98",98,10970,"10th Ave E & E Newton St",47.637028,-122.320183,1,"America/Los_Angeles",65,98102
"99",99,10990,"10th Ave E & E Galer St",47.632126,-122.320305,1,"America/Los_Angeles",66,98102
"100",100,110,"1st Ave S & Yesler Way",47.601391,-122.334282,21,"America/Los_Angeles",92,98104
"101",101,11010,"10th Ave E & E Prospect St",47.628738,-122.32032,1,"America/Los_Angeles",65,98102
"102",102,11011,"Broadway  E & E Roy St",47.625248,-122.321114,1,"America/Los_Angeles",65,98102
"103",103,11012,"E Aloha St & Broadway  E",47.626766,-122.320961,1,"America/Los_Angeles",65,98102
"104",104,11025,"Boren Ave & Jefferson St",47.606068,-122.322029,1,"America/Los_Angeles",85,98104
"105",105,11030,"E Roy St & Broadway  E",47.625194,-122.320816,1,"America/Los_Angeles",65,98102
"106",106,11033,"Boren Ave & Columbia St",47.608227,-122.324013,1,"America/Los_Angeles",85,98104
"107",107,11035,"Boren Ave & Madison St",47.609581,-122.325256,1,"America/Los_Angeles",83,98104
"108",108,11040,"Broadway  E & E Republican St",47.622894,-122.32103,1,"America/Los_Angeles",74.01,98102
"109",109,11050,"Broadway  E & E Thomas St",47.620815,-122.320992,1,"America/Los_Angeles",74.02,98102
"110",110,11060,"Broadway & E Denny Way",47.618538,-122.320946,1,"America/Los_Angeles",74.02,98122
"111",111,11062,"Broadway & E Denny Way",47.618164,-122.320946,1,"America/Los_Angeles",74.02,98122
"112",112,11065,"Boren Ave & Pike St",47.613541,-122.329102,1,"America/Los_Angeles",83,98101
"113",113,11070,"Broadway & E Pine St",47.616192,-122.320923,1,"America/Los_Angeles",84,98122
"114",114,11075,"Boren Ave & Seneca St",47.610516,-122.326332,1,"America/Los_Angeles",83,98101
"115",115,1108,"Westlake Station - Bay C",47.611393,-122.337509,21,"America/Los_Angeles",81,98101
"116",116,11080,"E Pine St & Broadway",47.615303,-122.321495,1,"America/Los_Angeles",84,98122
"117",117,11085,"Boren Ave & Madison St",47.609085,-122.325035,1,"America/Los_Angeles",83,98104
"118",118,11087,"Boren Ave & Columbia St",47.607594,-122.323669,1,"America/Los_Angeles",85,98104
"119",119,1109,"Westlake Station - Bay D",47.611725,-122.336716,21,"America/Los_Angeles",81,98101
"120",120,11090,"E Pine St & Belmont Ave",47.615295,-122.324776,1,"America/Los_Angeles",84,98122
"121",121,11095,"Boren Ave & James St",47.606216,-122.322411,1,"America/Los_Angeles",85,98104
"122",122,1110,"Pine St & 5th Ave",47.611767,-122.336456,21,"America/Los_Angeles",82,98101
"123",123,11100,"E Pine St & Bellevue Ave",47.615299,-122.327271,1,"America/Los_Angeles",84,98122
"124",124,11130,"Pike St & Convention Pl",47.612415,-122.331223,21,"America/Los_Angeles",82,98101
"125",125,11132,"Pike St & Boren Ave",47.613579,-122.328445,1,"America/Los_Angeles",83,98101
"126",126,11140,"E Pine St & Summit Ave",47.61515,-122.325256,1,"America/Los_Angeles",84,98122
"127",127,11150,"E Pine St & Harvard Ave",47.615162,-122.321617,1,"America/Los_Angeles",84,98122
"128",128,11175,"Broadway & E Howell St",47.618156,-122.320747,1,"America/Los_Angeles",75,98122
"129",129,11180,"Broadway  E & E John St",47.620155,-122.32077,1,"America/Los_Angeles",75,98102
"130",130,11190,"Broadway  E & E Harrison St",47.622196,-122.320816,1,"America/Los_Angeles",75,98102
"131",131,11191,"10th Ave E & E Mercer St",47.623951,-122.319992,1,"America/Los_Angeles",75,98102
"132",132,1120,"Pine St & 4th Ave",47.611103,-122.338028,21,"America/Los_Angeles",81,98101
"133",133,11200,"Broadway  E & E Mercer St",47.624611,-122.320839,1,"America/Los_Angeles",65,98102
"134",134,1121,"Westlake Station - Bay A",47.611801,-122.335823,21,"America/Los_Angeles",82,98101
"135",135,11230,"10th Ave E & E Prospect St",47.628861,-122.320114,1,"America/Los_Angeles",65,98102
"136",136,11250,"10th Ave E & E Galer St",47.632214,-122.320099,1,"America/Los_Angeles",65,98102
"137",137,11270,"10th Ave E & E Howe St",47.636162,-122.319992,1,"America/Los_Angeles",65,98102
"138",138,11290,"10th Ave E & E Miller St",47.641571,-122.319969,1,"America/Los_Angeles",61,98102
"139",139,11299,"E Roanoke St & 10th Ave E",47.643127,-122.319298,1,"America/Los_Angeles",61,98102
"140",140,1130,"Pine St & 2nd Ave",47.610165,-122.340279,21,"America/Los_Angeles",81,98101
"141",141,11300,"E Roanoke St & Broadway  E",47.643261,-122.320747,1,"America/Los_Angeles",61,98102
"142",142,11330,"Harvard Ave E & E Shelby St",47.64711,-122.321999,1,"America/Los_Angeles",61,98102
"143",143,11352,"15th Ave NE & NE 42nd St",47.658668,-122.311905,1,"America/Los_Angeles",53.02,98105
"144",144,11354,"NE 45th St & Brooklyn Ave NE",47.661346,-122.313889,1,"America/Los_Angeles",53.01,98105
"145",145,11370,"15th Ave E & E Galer St",47.632389,-122.312607,1,"America/Los_Angeles",65,98102
"146",146,11390,"15th Ave E & E Prospect St",47.628479,-122.312668,1,"America/Los_Angeles",65,98112
"147",147,11400,"15th Ave E & E Aloha St",47.626682,-122.312668,1,"America/Los_Angeles",65,98112
"148",148,11410,"15th Ave E & E Roy St",47.625027,-122.312698,1,"America/Los_Angeles",65,98112
"149",149,11420,"15th Ave E & E Mercer St",47.62397,-122.312714,1,"America/Los_Angeles",75,98112
"150",150,11430,"15th Ave E & E Republican St",47.622894,-122.312737,1,"America/Los_Angeles",75,98112
"151",151,11480,"E Pine St & 15th Ave",47.615356,-122.313148,1,"America/Los_Angeles",75,98122
"152",152,11490,"E Pine St & 13th Ave",47.615337,-122.31591,1,"America/Los_Angeles",75,98122
"153",153,11500,"E Pine St & 11th Ave",47.615318,-122.318489,1,"America/Los_Angeles",75,98122
"154",154,11510,"E Pine St & 10th Ave",47.615181,-122.319092,1,"America/Los_Angeles",75,98122
"155",155,11520,"E Pine St & 12th Ave",47.6152,-122.316498,1,"America/Los_Angeles",75,98122
"156",156,11535,"E Pine St & 15th Ave",47.615212,-122.312286,1,"America/Los_Angeles",79,98122
"157",157,11570,"15th Ave E & E Harrison St",47.62257,-122.312538,1,"America/Los_Angeles",76,98112
"158",158,11590,"15th Ave E & E Roy St",47.625423,-122.312492,1,"America/Los_Angeles",64,98112
"159",159,11600,"15th Ave E & E Aloha St",47.627098,-122.312469,1,"America/Los_Angeles",64,98112
"160",160,11610,"15th Ave E & E Prospect St",47.628902,-122.312454,1,"America/Los_Angeles",64,98112
"161",161,11620,"15th Ave E & E Highland Dr",47.630833,-122.312424,1,"America/Los_Angeles",64,98112
"162",162,11630,"Grandview Pl E & E Galer St",47.632523,-122.311821,1,"America/Los_Angeles",62,98112
"163",163,11640,"Grandview Pl E & E Garfield St",47.634079,-122.311798,1,"America/Los_Angeles",62,98112
"164",164,11680,"Mount Rainier Dr S & S Hanford St",47.575657,-122.284843,1,"America/Los_Angeles",95,98144
"165",165,11690,"Mount Rainier Dr S & S Ridgeway Pl",47.576645,-122.286415,1,"America/Los_Angeles",95,98144
"166",166,11700,"S Mcclellan St & Lake Park Dr S",47.578407,-122.288605,1,"America/Los_Angeles",95,98144
"167",167,11720,"S Mcclellan St & 31st Ave S",47.578411,-122.292671,1,"America/Los_Angeles",95,98144
"168",168,11730,"31st Ave S & S Lander St",47.579861,-122.292908,1,"America/Los_Angeles",95,98144
"169",169,11750,"31st Ave S & S College St",47.582707,-122.292908,1,"America/Los_Angeles",95,98144
"170",170,11770,"31st Ave S & S Plum St",47.585102,-122.292908,1,"America/Los_Angeles",95,98144
"171",171,11790,"31st Ave S & S Massachusetts St",47.588161,-122.292442,1,"America/Los_Angeles",95,98144
"172",172,1180,"Pike St & 4th Ave",47.610134,-122.336685,21,"America/Los_Angeles",81,98101
"173",173,11800,"31st Ave S & S Day St",47.590534,-122.292305,1,"America/Los_Angeles",95,98144
"174",174,11820,"31st Ave S & S Norman St",47.593506,-122.292656,1,"America/Los_Angeles",89,98144
"175",175,11840,"31st Ave S & S Dearborn St",47.595921,-122.292603,1,"America/Los_Angeles",89,98144
"176",176,11860,"31st Ave S & S King St",47.597908,-122.292519,1,"America/Los_Angeles",89,98144
"177",177,11870,"S Jackson St & 30th Ave S",47.599251,-122.29364,1,"America/Los_Angeles",89,98144
"178",178,11880,"S Jackson St & 28th Ave S",47.599285,-122.296112,1,"America/Los_Angeles",89,98144
"179",179,11890,"S Jackson St & Martin L King Jr Way S",47.599304,-122.297752,1,"America/Los_Angeles",89,98144
"180",180,1190,"Pike St & 6th Ave",47.611034,-122.334526,21,"America/Los_Angeles",82,98101
"181",181,11910,"S Jackson St & 23rd Ave S",47.599346,-122.302032,1,"America/Los_Angeles",89,98144
"182",182,1192,"Convention Place Station - Bay A",47.613941,-122.33152,1,"America/Los_Angeles",83,98101
"183",183,11920,"S Jackson St & 20th Pl S",47.599335,-122.304642,1,"America/Los_Angeles",90,98144
"184",184,11940,"S Jackson St & 18th Ave S",47.599304,-122.309349,1,"America/Los_Angeles",90,98144
"185",185,11960,"S Jackson St & Rainier Ave S",47.59914,-122.313576,1,"America/Los_Angeles",90,98144
"186",186,11980,"S Jackson St & 18th Ave S",47.599167,-122.309738,1,"America/Los_Angeles",90,98144
"187",187,11990,"S Jackson St & 20th Ave S",47.59919,-122.305992,1,"America/Los_Angeles",90,98144
"188",188,12010,"S Jackson St & 23rd Ave S",47.599213,-122.301636,1,"America/Los_Angeles",89,98144
"189",189,12030,"S Jackson St & 28th Ave S",47.599148,-122.295952,1,"America/Los_Angeles",89,98144
"190",190,12040,"S Jackson St & 30th Ave S",47.599117,-122.29348,1,"America/Los_Angeles",89,98144
"191",191,12050,"31st Ave S & S King St",47.597744,-122.29274,1,"America/Los_Angeles",89,98144
"192",192,12070,"31st Ave S & S Dearborn St",47.595512,-122.292809,1,"America/Los_Angeles",89,98144
"193",193,12080,"31st Ave S & S Norman St",47.593075,-122.292877,1,"America/Los_Angeles",89,98144
"194",194,1209,"Convention Pl & Union St",47.611126,-122.331779,21,"America/Los_Angeles",82,98101
"195",195,12090,"31st Ave S & S Irving St",47.590973,-122.292496,1,"America/Los_Angeles",95,98144
"196",196,12110,"31st Ave S & S Massachusetts St",47.587872,-122.292648,1,"America/Los_Angeles",95,98144
"197",197,12130,"31st Ave S & S Plum St",47.584957,-122.293098,1,"America/Los_Angeles",95,98144
"198",198,12140,"31st Ave S & S Walker St",47.583424,-122.293098,1,"America/Los_Angeles",95,98144
"199",199,1215,"Union St & 6th Ave",47.609768,-122.334648,21,"America/Los_Angeles",82,98101
"200",200,12160,"31st Ave S & S Lander St",47.579422,-122.293106,1,"America/Los_Angeles",95,98144
"201",201,12170,"S Mcclellan St & 31st Ave S",47.578274,-122.292587,1,"America/Los_Angeles",95,98144
"202",202,12190,"S Mcclellan St & S Mount Baker Blvd",47.578274,-122.288696,1,"America/Los_Angeles",95,98144
"203",203,12200,"Mount Rainier Dr S & 37th Pl S",47.576546,-122.286552,1,"America/Los_Angeles",95,98144
"204",204,12210,"E Mcgilvra St & 42nd Ave E",47.640774,-122.27829,1,"America/Los_Angeles",63,98112
"205",205,12220,"42nd Ave E & E Lynn St",47.638863,-122.278534,1,"America/Los_Angeles",63,98112
"206",206,12230,"42nd Ave E & E Newton St",47.636726,-122.278564,1,"America/Los_Angeles",63,98112
"207",207,12240,"42nd Ave E & E Madison St",47.635605,-122.278572,1,"America/Los_Angeles",63,98112
"208",208,12250,"E Madison St & 41st Ave E",47.63464,-122.279846,1,"America/Los_Angeles",63,98112
"209",209,12260,"E Madison St & E Garfield St",47.633457,-122.281609,1,"America/Los_Angeles",63,98112
"210",210,12270,"E Madison St & 38th Ave E",47.63179,-122.284065,1,"America/Los_Angeles",63,98112
"211",211,12280,"E Madison St & 36th Ave E",47.629974,-122.286743,1,"America/Los_Angeles",63,98112
"212",212,12290,"E Madison St & 34th Ave E",47.628902,-122.288345,1,"America/Los_Angeles",63,98112
"213",213,1230,"Union St & 4th Ave",47.609131,-122.336182,21,"America/Los_Angeles",81,98101
"214",214,12310,"E Madison St & Lake Washington Blvd",47.625919,-122.292725,1,"America/Los_Angeles",62,98112
"215",215,12322,"E Madison St & 28th Ave E",47.623165,-122.296799,1,"America/Los_Angeles",77,98112
"216",216,12340,"E Madison St & 25th Ave E",47.620869,-122.300186,1,"America/Los_Angeles",77,98112
"217",217,12350,"E Madison St & 23rd Ave E",47.619286,-122.302536,1,"America/Los_Angeles",76,98112
"218",218,12351,"E Madison St & 22nd Ave E",47.618298,-122.303986,1,"America/Los_Angeles",76,98112
"219",219,12352,"E Madison St & 20th Ave",47.617351,-122.306129,1,"America/Los_Angeles",79,98122
"220",220,12353,"E Madison St & 19th Ave",47.616619,-122.307877,1,"America/Los_Angeles",79,98122
"221",221,12354,"E Madison St & 17th Ave",47.615521,-122.310516,1,"America/Los_Angeles",79,98122
"222",222,12355,"E Madison St & 15th Ave",47.614361,-122.313316,1,"America/Los_Angeles",75,98122
"223",223,12371,"E Madison St & 15th Ave",47.614551,-122.312454,1,"America/Los_Angeles",79,98122
"224",224,12372,"E Madison St & 17th Ave",47.615459,-122.310265,1,"America/Los_Angeles",79,98122
"225",225,12373,"E Madison St & 18th Ave",47.616173,-122.308563,1,"America/Los_Angeles",79,98122
"226",226,12375,"E Madison St & 20th Ave",47.617363,-122.305702,1,"America/Los_Angeles",79,98122
"227",227,12376,"E Madison St & 22nd Ave",47.618172,-122.303886,1,"America/Los_Angeles",79,98122
"228",228,12377,"E Madison St & 23rd Ave E",47.619259,-122.302277,1,"America/Los_Angeles",77,98112
"229",229,12378,"E Madison St & 25th Ave E",47.621094,-122.299561,1,"America/Los_Angeles",77,98112
"230",230,12380,"E Madison St & 27th Ave E",47.62249,-122.297508,1,"America/Los_Angeles",77,98112
"231",231,12390,"E Madison St & 29th Ave E",47.624065,-122.295189,1,"America/Los_Angeles",77,98112
"232",232,12400,"E Madison St & Lake Washington Blvd",47.626152,-122.292099,1,"America/Los_Angeles",63,98112
"233",233,12410,"E Madison St & 33rd Ave E",47.628185,-122.289093,1,"America/Los_Angeles",63,98112
"234",234,12420,"E Madison St & 36th Ave E",47.629948,-122.286499,1,"America/Los_Angeles",63,98112
"235",235,12430,"E Madison St & 38th Ave E",47.631538,-122.284149,1,"America/Los_Angeles",63,98112
"236",236,12440,"E Madison St & 39th Ave E",47.632427,-122.282837,1,"America/Los_Angeles",63,98112
"237",237,12450,"E Madison St & 41st Ave E",47.634403,-122.279915,1,"America/Los_Angeles",63,98112
"238",238,12460,"43rd Ave E & E Blaine St",47.634884,-122.277046,1,"America/Los_Angeles",63,98112
"239",239,12470,"43rd Ave E & E Madison St",47.636631,-122.277016,1,"America/Los_Angeles",63,98112
"240",240,12480,"43rd Ave E & E Lynn St",47.639088,-122.276993,1,"America/Los_Angeles",63,98112
"241",241,12481,"Martin L King Jr Way S & S Judkins St",47.59161,-122.297646,1,"America/Los_Angeles",95,98144
"242",242,12484,"Martin L King Jr Way S & S Hill St",47.584259,-122.298248,1,"America/Los_Angeles",95,98144
"243",243,12485,"S Walker St & 25th Ave S",47.583714,-122.299629,1,"America/Los_Angeles",95,98144
"244",244,12486,"Martin L King Jr Way S & S Bayview St",47.581001,-122.296921,1,"America/Los_Angeles",95,98144
"245",245,12487,"Martin L King Jr Way S & S Massachusetts St",47.587894,-122.298164,1,"America/Los_Angeles",95,98144
"246",246,12496,"S Plum St & 25th Ave S",47.585411,-122.300079,1,"America/Los_Angeles",95,98144
"247",247,12497,"Martin L King Jr Way S & S Massachusetts St",47.588676,-122.297836,1,"America/Los_Angeles",95,98144
"248",248,1250,"Seneca St & 4th Ave",47.607422,-122.33461,21,"America/Los_Angeles",81,98101
"249",249,12500,"26th Ave S & S Norman St",47.593166,-122.298958,1,"America/Los_Angeles",89,98144
"250",250,12520,"S Dearborn St & 26th Ave S",47.595627,-122.299423,1,"America/Los_Angeles",89,98144
"251",251,12532,"23rd Ave S & S Lane St",47.59671,-122.302124,1,"America/Los_Angeles",89,98144
"252",252,12550,"23rd Ave S & S Jackson St",47.599693,-122.302139,1,"America/Los_Angeles",89,98144
"253",253,12560,"23rd Ave & E Yesler Way",47.601894,-122.302292,1,"America/Los_Angeles",88,98122
"254",254,1260,"Seneca St & 6th Ave",47.608742,-122.331482,1,"America/Los_Angeles",82,98101
"255",255,12600,"23rd Ave & E Jefferson St",47.6059,-122.302879,1,"America/Los_Angeles",87,98122
"256",256,12630,"23rd Ave S & E Yesler Way",47.601257,-122.302361,1,"America/Los_Angeles",90,98144
"257",257,12640,"23rd Ave S & S Jackson St",47.59906,-122.30233,1,"America/Los_Angeles",90,98144
"258",258,12660,"S Dearborn St & 24th Ave S",47.595501,-122.301636,1,"America/Los_Angeles",89,98144
"259",259,12670,"24th Ave S & S Norman St",47.592743,-122.301277,1,"America/Los_Angeles",89,98144
"260",260,12690,"34th Ave & E Union St",47.612507,-122.289421,1,"America/Los_Angeles",78,98122
"261",261,1270,"Spring St & 4th Ave",47.606876,-122.333206,21,"America/Los_Angeles",81,98104
"262",262,12700,"34th Ave & E Marion St",47.610516,-122.289474,1,"America/Los_Angeles",78,98122
"263",263,12712,"34th Ave & E Cherry St",47.608047,-122.289528,1,"America/Los_Angeles",78,98122
